"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.context_sentence","Input.question","Answer.taskAnswers","Approve","Reject"
"375VSR8FW34I6LS6EMOHC0NQE0HRZ6","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","3","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","35BLDD71IESDLC7HD8YT2H8GOX8VZ5","A2DK327BVTEOLI","Approved","Tue May 04 19:43:35 PDT 2021","Tue May 04 19:45:53 PDT 2021","Thu May 06 19:45:53 PDT 2021","Thu May 06 19:46:49 PDT 2021","","","138","93% (13/14)","0% (0/0)","0% (0/0)","demonstrators shout slogans during a protest in support of ethnicity .","What is the subject of the slogans that the demonstrators are shouting?","[{""in_context"":{""no"":false,""yes"":true},""rating"":{""no"":false,""yes"":true},""worker_answer"":""On the streets"",""worker_question"":""Where is the protest where the demonstrators are shouting slogans?""}]"
"375VSR8FW34I6LS6EMOHC0NQE0HRZ6","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","3","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","3K3R2QNK8JYY26044KUPT744VN59U9","A1ZDR2UN7M92LI","Approved","Tue May 04 18:41:02 PDT 2021","Tue May 04 18:41:26 PDT 2021","Thu May 06 18:41:26 PDT 2021","Thu May 06 18:41:48 PDT 2021","","","24","98% (93/95)","100% (1/1)","100% (1/1)","demonstrators shout slogans during a protest in support of ethnicity .","What is the subject of the slogans that the demonstrators are shouting?","[{""in_context"":{""no"":true,""yes"":false},""rating"":{""no"":false,""yes"":true},""worker_answer"":""Black Lives Matter""}]"
"375VSR8FW34I6LS6EMOHC0NQE0HRZ6","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","3","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","3ZY8KE4ISRY47K6QQCFGBOWCJUJQV2","A23Z2Z4RJGRUMU","Approved","Tue May 04 18:53:39 PDT 2021","Tue May 04 19:01:41 PDT 2021","Thu May 06 19:01:41 PDT 2021","Thu May 06 19:01:49 PDT 2021","","","482","90% (179/199)","0% (0/0)","0% (0/0)","demonstrators shout slogans during a protest in support of ethnicity .","What is the subject of the slogans that the demonstrators are shouting?","[{""in_context"":{""no"":false,""yes"":true},""rating"":{""no"":false,""yes"":true},""worker_answer"":""Downtown New York."",""worker_question"":""Where did the protest happen?""}]"
"3I4E7AFQ3RU5ML0U0PQQOL0IJN1JTQ","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","6","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","33JKGHPFYKP0E0ZPWSM8KYIUNQNMNX","AZJYLX4T2W3NL","Rejected","Tue May 04 19:34:15 PDT 2021","Tue May 04 19:37:00 PDT 2021","Thu May 06 19:37:00 PDT 2021","","Wed May 05 11:26:09 PDT 2021","Some words of the answer text are in the context sentence or instructions. Please create a question whose answer is not in the context sentence. See examples of the task.","165","20% (2/10)","0% (0/0)","0% (0/0)","demonstrators shout slogans during a protest in support of ethnicity .","Where is the demonstration being held?","[{""in_context"":{""no"":false,""yes"":false},""rating"":{""no"":true,""yes"":false},""worker_answer"":""support of ethnicity"",""worker_question"":""why demonstrators are protesting and shouting?""}]"
"3I4E7AFQ3RU5ML0U0PQQOL0IJN1JTQ","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","6","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","33JKGHPFYKP0E0ZPWSM8KYIUNTGMNW","A1RCVIJAS2Z3GC","Approved","Wed May 05 13:41:32 PDT 2021","Wed May 05 13:42:47 PDT 2021","Fri May 07 13:42:47 PDT 2021","Fri May 07 13:43:05 PDT 2021","","","75","100% (2/2)","0% (0/0)","0% (0/0)","demonstrators shout slogans during a protest in support of ethnicity .","Where is the demonstration being held?","[{""in_context"":{""no"":true,""yes"":false},""rating"":{""no"":false,""yes"":true},""worker_answer"":""rally""}]"
"3I4E7AFQ3RU5ML0U0PQQOL0IJN1JTQ","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","6","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","3A1COHJ8NRQTJFBAZTHCAWK3HC28H5","A2VOCNVEQI8IPM","Rejected","Wed May 05 11:36:21 PDT 2021","Wed May 05 11:41:20 PDT 2021","Fri May 07 11:41:20 PDT 2021","","Wed May 05 13:40:48 PDT 2021","Some words of the answer text are in the context sentence or instructions. Please create a question whose answer is not in the context sentence. See examples of the task.","299","14% (1/7)","0% (0/0)","0% (0/0)","demonstrators shout slogans during a protest in support of ethnicity .","Where is the demonstration being held?","[{""in_context"":{""no"":false,""yes"":false},""rating"":{""no"":true,""yes"":false},""worker_answer"":""The demonstrators shout slogans during a protest in support of ethnicity ."",""worker_question"":""What is happening in the protest?""}]"
"3I4E7AFQ3RU5ML0U0PQQOL0IJN1JTQ","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","6","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","3DPNQGW4LTAC3P4RR70VWTF869A467","A114NK7T5673GK","Approved","Tue May 04 18:45:40 PDT 2021","Tue May 04 18:46:10 PDT 2021","Thu May 06 18:46:10 PDT 2021","Thu May 06 18:46:49 PDT 2021","","","30","97% (213/220)","0% (0/0)","0% (0/0)","demonstrators shout slogans during a protest in support of ethnicity .","Where is the demonstration being held?","[{""in_context"":{""no"":true,""yes"":false},""rating"":{""no"":false,""yes"":true},""worker_answer"":""mayor's office""}]"
"3I4E7AFQ3RU5ML0U0PQQOL0IJN1JTQ","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","6","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","3LJ7UR74RP8KAAAJQOMCY41U1ZZ4NH","A1GKEEI844CEKI","Rejected","Tue May 04 18:47:00 PDT 2021","Tue May 04 18:47:51 PDT 2021","Thu May 06 18:47:51 PDT 2021","","Tue May 04 19:24:19 PDT 2021","Some words of the answer text are in the context sentence or instructions. Please create a question whose answer is not in the context sentence. See examples of the task.","51","88% (7/8)","0% (0/0)","0% (0/0)","demonstrators shout slogans during a protest in support of ethnicity .","Where is the demonstration being held?","[{""in_context"":{""no"":true,""yes"":false},""rating"":{""no"":false,""yes"":true},""worker_answer"":""Yes they are""}]"
"3I4E7AFQ3RU5ML0U0PQQOL0IJN1JTQ","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","6","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","3X4JMASXCU41AD3L4XU1V6BN3Y4B0I","A1ZDR2UN7M92LI","Approved","Tue May 04 18:43:38 PDT 2021","Tue May 04 18:44:02 PDT 2021","Thu May 06 18:44:02 PDT 2021","Thu May 06 18:44:48 PDT 2021","","","24","98% (93/95)","100% (1/1)","100% (1/1)","demonstrators shout slogans during a protest in support of ethnicity .","Where is the demonstration being held?","[{""in_context"":{""no"":true,""yes"":false},""rating"":{""no"":false,""yes"":true},""worker_answer"":""Downtown""}]"
"31YWE12TF77JJ78C4Q2QAYGF5OPX7G","36AMNITQIS4PBW31RZC0YHZLJYNGI0","Is the question appropriate to ask for the given context sentences?","Given a few context sentences, rate if the given question is appropriate and relevant. If yes, provide few possible answers. If no, correct the question.","relevance, sentence correction, question generation, multiple choice","$0.20","Tue May 04 18:18:50 PDT 2021","3","BatchId:4430919;OriginalHitTemplateId:928390828;","600","172800","Fri May 14 18:18:50 PDT 2021","","","3QRYMNZ7F6C4RVP95PNK6CDMHXCTNW","A1ZDR2UN7M92LI","Approved","Tue May 04 18:19:21 PDT 2021","Tue May 04 18:20:00 PDT 2021","Thu May 06 18:20:00 PDT 2021","Thu May 06 18:20:48 PDT 2021","","","39","98% (93/95)","100% (1/1)","100% (1/1)","a poster advertising a forthcoming film that will form part of an exhibition","How will the poster be hung up?","[{""in_context"":{""no"":true,""yes"":false},""rating"":{""no"":false,""yes"":true},""worker_answer"":""Using tacks""}]"
