"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.context_sentences","Input.question","Answer.taskAnswers","Approve","Reject"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","308Q0PEVBG8TTF54A35BA4GT1EW9IN","A1ENE99INLYD1G","Approved","Mon May 10 10:10:52 PDT 2021","Mon May 10 10:12:16 PDT 2021","Wed May 12 10:12:16 PDT 2021","Wed May 12 10:12:22 PDT 2021","","","84","98% (130/132)","95% (21/22)","100% (21/21)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""to meet my girlfriend""}]"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","31JLPPHS22PHAZRRRPH63O9TDZBO3E","ABS5DWGFW9T37","Approved","Tue May 11 03:47:39 PDT 2021","Tue May 11 03:47:53 PDT 2021","Thu May 13 03:47:53 PDT 2021","Thu May 13 03:48:31 PDT 2021","","","14","100% (95/95)","101% (95/94)","0% (0/0)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""To be faster.""}]"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","32EYX73OY84466WQY1UBKS4Y1VWRU7","A2YC7H7UJSPMDC","Rejected","Mon May 10 10:52:35 PDT 2021","Mon May 10 10:53:28 PDT 2021","Wed May 12 10:53:28 PDT 2021","","Mon May 10 18:37:44 PDT 2021","Some words of the answer text are in the context sentence or instructions. Please create a question whose answer is not in the context sentence. See examples of the task.","53","85% (11/13)","0% (0/0)","0% (0/0)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""To go for a long drive.""}]"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","34FNN24DCU4WISIXBVEXKC5F51PY55","A156E3IYUJ5CKK","Approved","Mon May 10 11:39:24 PDT 2021","Mon May 10 11:39:50 PDT 2021","Wed May 12 11:39:50 PDT 2021","Wed May 12 11:40:24 PDT 2021","","","26","100% (111/111)","0% (0/0)","0% (0/0)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""quicker transportation""}]"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","35GMH2SV3MCKKX7OG9Y2MFDQ4LBOE9","A5EGM6UX4GGUC","Approved","Mon May 10 14:00:12 PDT 2021","Mon May 10 14:00:26 PDT 2021","Wed May 12 14:00:26 PDT 2021","Wed May 12 14:01:25 PDT 2021","","","14","98% (113/115)","100% (23/23)","0% (0/0)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""for transport""}]"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","36H9ULYP6APYP0GNV7Q3W1H4HRQFJ7","A5BCSSPC180AG","Approved","Mon May 10 11:13:24 PDT 2021","Mon May 10 11:13:41 PDT 2021","Wed May 12 11:13:41 PDT 2021","Wed May 12 11:14:24 PDT 2021","","","17","100% (105/105)","0% (0/0)","0% (0/0)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""around town""}]"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","3AAJC4I4FON4UH7NWJKAZTXMTZVJZG","A23Z2Z4RJGRUMU","Approved","Mon May 10 20:49:44 PDT 2021","Mon May 10 20:50:07 PDT 2021","Wed May 12 20:50:07 PDT 2021","Wed May 12 20:50:28 PDT 2021","","","23","90% (179/199)","0% (0/0)","0% (0/0)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""to drive""}]"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","3ATTHHXXWIJJUBN2DJBPQ72B8JEXIP","A2JBJFPFG38X9C","Approved","Mon May 10 17:08:23 PDT 2021","Mon May 10 17:08:49 PDT 2021","Wed May 12 17:08:49 PDT 2021","Wed May 12 17:09:28 PDT 2021","","","26","97% (142/147)","102% (62/61)","100% (1/1)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""For its comfort""}]"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","3B837J3LDWRORT4M9WZB5RMAGY3RSJ","A69RCROHR33S9","Approved","Mon May 10 10:10:50 PDT 2021","Mon May 10 10:11:07 PDT 2021","Wed May 12 10:11:07 PDT 2021","Wed May 12 10:11:22 PDT 2021","","","17","99% (89/90)","0% (0/0)","0% (0/0)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""To travel quicker""}]"
"3LB1BGHFM9RVHAVTMPRTY8F6WVWYTT","394QQ8LGQ46ACAGNWOT2FID2B6U3ZM","Answer the question using your commonsense","Write a short answer for the given question using your commonsense","answer generation","$0.08","Mon May 10 09:59:39 PDT 2021","32","BatchId:4436919;OriginalHitTemplateId:928390855;","180","172800","Thu May 20 09:59:39 PDT 2021","","","3DHE4R9OC464X4EAZ6QTF5VZGV52G7","A3R1L6ID6NE0LU","Approved","Mon May 10 11:14:21 PDT 2021","Mon May 10 11:14:30 PDT 2021","Wed May 12 11:14:30 PDT 2021","Wed May 12 11:15:24 PDT 2021","","","9","99% (114/115)","200% (2/0)","0% (0/0)","i took the scooter and go to the street for long drive.","Why do I usually take scooters?","[{""worker_answer"":""to travel""}]"
